asin,title,brand,amazon_subcategory,lookup_action,filter_reason,matched_keyword
B01MRLVQ7W,hqrp 4 natural rose quartz egg/sphere crystal mineral stand polished pink gemstone plate w/star of david decoration,hqrp,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0814GLMNY,crystalmiracle golden pyrite 43 mm sphere crystal healing gemstone reiki feng shui home office gift energy cluster,crystalmiracle,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B08HSJ76JS,naturalmawsitsitjadebraceletâ9.5mmgreenhealingstonebeadsforwomenâheartcharmpendantâattractslove&goodluckâenergyspiritualjewelry,heavens tvcz,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B08JN3GKJQ,oil of youth essential oils 8oz - cinnamon bark essential oil - 8 fluid ounces,oil of youth,cbd & hemp extract products,REMAP,Contains non-supplement keyword: 'essential oil',essential oil
B094431VV9,lmdprajapatis certified unheated untreatet 7.25 ratti a+ quality hessonite garnet gomed loose gemstone for women's and men's,lmdprajapatis,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B098L5WQX9,"skullis 5.0 korea garnet crystal skull, hand carved gemstone fine art sculpture, reiki healing stone statue.2044",skullis,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B09BNLZ6M2,11.95 ct. 1 pc natural red ruby rough raw gemstone earth mined red ruby specimen crystal healing specimen ga-449,real-gems,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B09DYM7RR1,"4.25 ct red burmese spinel natural healing crystal loose gemstone for yoga, decoration, polishing, tumbling, healing",real-gems,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B09FFFJP3L,"shizam hydrolyzed bovine collagen biotin gummies with multi-vitamin c, e & zinc for hair growth-loss and strong nail. alternative for liquid drops, pills & keratin shampoo for women",shizam,"hair, skin & nails supplements",REMAP,Contains non-supplement keyword: 'shampoo',shampoo
B09MS24FT7,"portable nebulizer for kids, handheld nebulizer machine with 3 speed - rechargeable personal cool mist steam inhaler for adults travel and home use",bomenya,sinus medicine,REMAP,Contains non-supplement keyword: 'machine',machine
B09WN4JJZ8,1pcs tiger eye stone chakra car ornament tiger eye stone wall ornament reiki healing crystal gemstones chakra crystals healing stones hanging ornament for home car decoration good luck yoga meditation,lasenersm,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B09X2YV53M,justinstones 1 pair matrix rhodonite love heart shaped natural crystal healing love gemstone decoration with wood stand,justinstones,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0B4P4RWPC,amazing gemstone nuummite crystal ball with stand - 2 inches crystal sphere meditation balls for witchcraft and decorative balls,amazing gemstone,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0B5TMC7JK,personalizedworrystonenecklaceonthindelicatechainwithcustomengravingâcalmingstressanxietyreliefjewelryâfidgetjewelryâmeditationnecklace242,handmade,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0BCVS455Z,"amazing gemstone healing metal pendulums for divination, gold 4 ring cone with plate steel copper pendulum high energy pendulo de bronce pendulos de mesa mp85",amazing gemstone,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BFRZLL5C,shizam colon cleanser detox laxative gummies  constipation relief for adults & kids  gut cleanse body detox natural laxative-s for women  pills alt,shizam,weight loss detox & cleanse,REMAP,Contains non-supplement keyword: 'cleanser',cleanser
B0BGLRDC7H,amazing gemstone selenite manmade buddhist prayer beads japa mala with 108 meditation beads (without knots),amazing gemstone,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BGLS1WPC,amazing gemstone yellow cat's eye buddhist prayer beads japa mala with 108 meditation beads (without knots),amazing gemstone,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BGLTLY4B,amazing gemstone japa mala 108 prayer beads necklace and wrist mala bracelet for meditation,amazing gemstone,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BMX4PYQJ,"kissitty 235pcs 8mm natural purple aventurine bead strands, natural gemstone crystal beads round smooth chakra beads energy healing crystals gemstones for diy jewelry bracelets necklaces making",kissitty,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0BRMDNF87,matrix rhodonite 32mm natural gemstone hexagonal wand jewelry making crystal pointed chakra reiki healing beads 2mm hole drilled(pack of 10),justinstones,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0BTMDK6GW,subsh assorted crystal gems - tumbled natural gemstones - mixed gemstone - crystal sets for healing - decorative rocks for vase - energy crystals stones - colored crystal (10 pcs),subsh,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BTP64PK2,naribabu rose quartz sphere - crystal ball with stand - crystal sphere - gemstones and crystals - home decoration - crystal mini ball - healing crystal - ball sculpture - wiccan crystal - witch gifts,naribabu,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BTT7LDQZ,subsh yellow aventurine tumble stone - reiki decor - chakra healing - yellow gemstones - spiritual items - reiki crystals and healing stones - crystal home decor - metaphysical supplies,subsh,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BTT95RDL,subsh bloodstone stones and crystals - tumbled crystals - crystals for witchcraft - healing crystals and stones - crystal kit - stones for jewelry making - stone to decoration,subsh,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0BZ7F42P9,crystal healing hexagonal point chakra reiki semi-precious pendant beads wire wrapped diy jewelry making 12pcs,justinstones,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0C1GRB4MJ,"tigers eye rings for women and teen girls - silver tigers eye crystal ring birthstone jewelry - healing crystal gifts for her, mothers day, christmas - anillos para mujer (s1)",amazing gemstone,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0C1NJKLCD,justinstones yellow tiger eye natural gemstone quartz 30mm egg shaped crystal healing chakra energy balancing meditation home office decor stone with stone stand,justinstones,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C1NKPN9F,justinstones hematite natural gemstone quartz 30mm egg shaped crystal healing chakra energy balancing meditation home office decor stone with stone stand,justinstones,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C1Y87GKC,12 constellation zodiac sign choker necklace raw crystal natural stone healing chakra gemstone horoscope astrology jewelry for women birthday gift-capricorn,fuqimanman2020,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0C1YB14TZ,12 constellation zodiac sign choker necklace raw crystal natural stone healing chakra gemstone horoscope astrology jewelry for women birthday gift-leo,fuqimanman2020,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0C2HPCJXH,"tgh natural unakite beads bracelet micro faceted gemstones jewelry for her, birthstone energy healing crystals, gold plated chain adjustable 8 inch, valentine day gift",tgh,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0C48KG2TX,natural himalayan quartz crystal gemstone 0.2 oz,gem avenue,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C5T6DCYZ,"tgh natural lapis lazuli chips crystal earring, yoga jewelry, meditation earring, crystals earring, energy healing crystals, birthday, gemstone jewelry, valentine day gift (lapis lazuli)",tgh,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0C7KXXS3S,"natural amazonite chips bar station necklace, energy healing crystals, birthday, gift for her, gemstone jewelry 18 inch aa+ quality, valentine day gift (amazonite)",tgh,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0C89ZZGB7,"skullis5.0âafricanbloodstonesupercrystalskull,handcarvedgemstonefineartsculpture,reikihealingstonestatue.2310",skullis,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C96XZ521,"dainty azurite real crystals pendant necklace, protection gemstone necklace, energy healing spiritual crystals, birthday, gift for women, gemstone jewelry 18 inch aaa+ quality (azurite)",handmade,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0C9Y5D3JT,"c1lint7785631 100% pure natural handmade carved gem jadeon pendant necklace women or men women pendant necklace, gemstone, n",c1lint7785631,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CB3ZD3MT,impcenst 7 chakra healing crystal necklace set - real crystal and boho handmade cord cage & hippie energy pendant holder - healing stone jewelry spiritual gift (7 stones +2 ropes),impcenst,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0CBQK3QNG,"dr. teal's hemp seed oil foaming bath gift set (2 pack, 34oz ea) - cannabis sativa hemp seed oil - essential oils blended with pure epsom salt calm the senses & alleviates daily stress",dr teal's,cbd & hemp extract products,REMAP,Contains non-supplement keyword: 'essential oil',essential oil
B0CBZDT91P,"maca dietary supplement, 500 mg, 90 count spring valley and bookmark of yolomolo",yolomolo,other herbal supplements,REMAP,Contains non-supplement keyword: 'book',book
B0CBZJB96P,"pyor chakra tree, crystal and stones, gemstone tree, crystal gifts, spiritual decor, hippie room decor, meditation accessories, crystal tree, healing crystals, money tree, tree of life, drop pendant",pyor,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CC3442ZV,"vitamin b12 tablets spring valley, 500 mcg, 100 count and bookmark of yolomolo",yolomolo,vitamin b12,REMAP,Contains non-supplement keyword: 'book',book
B0CCJDMCW3,"women's probiotic dietary supplement vegetarian capsules spring valley for digestive health, cranberry, 60 count and bookmark gift of yolomolo",yolomolo,probiotics,REMAP,Contains non-supplement keyword: 'book',book
B0CDQKBGXC,"astaxanthin dietary supplement spring valley, 4 mg, 30 count and bookmark gift of yolomolo",yolomolo,other herbal supplements,REMAP,Contains non-supplement keyword: 'book',book
B0CF2PVVYL,"extra strength age 50+ probiotic with prebiotic dietary supplement spring valley delayed release vegetarian capsules for digestive health, 30 count and bookmark gift of yolomolo",yolomolo,probiotics,REMAP,Contains non-supplement keyword: 'book',book
B0CF2TCPNF,"extra strength vitamin b12 fast dissolve tablets spring valley, cherry, 5,000 mcg, 60 count and bookmark gift of yolomolo",yolomolo,vitamin b12,REMAP,Contains non-supplement keyword: 'book',book
B0CF4GLMHL,"omega-3 fish oil spring valley soft gels, 1000 mg, 180 count and bookmark gift of yolomolo",yolomolo,omega oils,REMAP,Contains non-supplement keyword: 'book',book
B0CF4L3SXN,"kids melatonin chewable tablets spring valley dietary supplement, grape flavor, 1 mg, 60 count and bookmark gift of yolomolo",yolomolo,medicinal sleep aids,REMAP,Contains non-supplement keyword: 'book',book
B0CFG1KXVG,"daily probiotic supplement delayed-release spring valley vegetable capsules, digestive health, 60 count and bookmark gift of yolomolo",yolomolo,probiotics,REMAP,Contains non-supplement keyword: 'book',book
B0CFG3B2MC,"vitamin b spring valley non gmo vegetarian gummies, strawberry, 70 count and bookmark gift of yolomolo",yolomolo,vitamin c-complex,REMAP,Contains non-supplement keyword: 'book',book
B0CG1F22LH,"howlite angel statue 2 beautiful gemstone guardian angel natural crystal angel hand-carved angel charms for calmness, awareness, peace, self-control and positive energy crystal figurines decor",anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CGHJD3HK,crystaltears rose quartz chakra healing crystal bracelet natural 8mm stone bead gemstone bracelet energy heart charm anxiety stretch bracelets jewellry gift for her women christmas,crystaltears,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CGK26N3D,"vitamin c immune health spring valley dietary supplement chewable tablets, orange, 500 mg, 60 count and bookmark gift of yolomolo",yolomolo,vitamin c-complex,REMAP,Contains non-supplement keyword: 'book',book
B0CGM8RPXL,natural labradorite crystal unicorn figurine hand carved gemstone healing quartz reiki stone sculpture statue decoration,aibote,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CH162V98,"sugar-free menthol equate cough drops, 70 count and bookmark gift of yolomolo",yolomolo,cough drops & lozenges,REMAP,Contains non-supplement keyword: 'book',book
B0CHF6ZQRQ,"skullis2.0âmapjaspercrystalskull,handcarvedgemstonefineartsculpture,reikihealingstonestatue.1444",skullis,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CHFBMKKN,"skullis2.0âchinayellowjaspercrystalskull,handcarvedgemstonefineartsculpture,reikihealingstonestatue.1443",skullis,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CHFGQTXL,nklaus natural gabbro mystic merlinite gemstone 30mm sphere healing effect meditation 14901,nklaus,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CJ2PQHDD,round brilliant white color 100pcs 2.75mm cubic zirconia gemstone aaaaa cz loose stones for jewelry (2.75mm 100pcs),gepas,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0CJDJ3WJX,"calcium 500 mg per serving gummies, nature made dietary supplement for bone support, 80 count and bookmark gift of yolomolo",yolomolo,calcium vitamin d combination supplements,REMAP,Contains non-supplement keyword: 'book',book
B0CJTDMN68,gem-inside 40mnm blue sandsotone stone circle donuts beads for pendant jewelry making power energy chakra massage guasha scraping tools,gem-inside create your own fashion,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0CKBRTS26,"pyor serpentine crystal, crystal sphere, feng shui, large gemstones sphere, meditation accessories, fortune teller ball with stand, 40mm",pyor,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CKBW8J8F,"crystal necklace for women, handmade clear quartz crystal pendant birthstone necklaces for chakra healing good luck meditation, tree of life crystal jewelry birthday gifts for women and men",karmapledge,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0CL4QSRHG,"cats eye ring, silver jewelry, 925 silver ring, anniversary gift, natural cats eye, birthstone ring, womens ring, spiritual healing gemstone, christmas, tiny ring",handmade,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0CLL53NRK,wzmpa gemstones crystals tote bag mystical geologist gift geology crystal gems shoulder bag crystal lover merchandise,wzmpa,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CLXTZQY3,"massive beads natural chakra healing power crystals macrame bracelet yoga double layer stone beads gemstone meditation relax anxiety bangle for unisex women men (blue stripe agate, 6mm)",massive beads,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CN2SXTWC,massive beads natural healing power gemstone crystal beads unisex adjustable macrame bracelets,massive beads,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CN8XDQWR,"60 pcs rose quartz crystals,heart natural polished crystal,0.8 inch mini healing stone,worry stone bulk,love carved palm thumb gemstone for reiki energy balancing meditation(pink)",guiqulai,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CNPX87ML,"ribbon agate rough rock, raw natural stone, chakra crystals, quality gemstones for reiki healing, wellness, meditation, handmade in our lapidary workshop (2 pcs)",eusice,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CNPXJB1N,"kambamba jasper rough rock, raw natural stone, chakra crystals, quality gemstones for reiki healing, wellness, meditation, handmade in our lapidary workshop (2 pcs)",eusice,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CP3N4FS2,amazing gemstone 2.5 selenite orgonite orgone crystal sphere ball with stand - meditation crystal ball for witchcraft and decorative balls - premium gemstone sphere balls (flower of life),amazing gemstone,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CPM6PS53,"amazing gemstone 2 pieces tangerine aura quartz raw crystals and healing stones, natural rocks for meditation and diy raw stones and crystals",amazing gemstone,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CQ896MQ3,amazing gemstone ruby fuchsite crystal towers ~ natural healing crystal point obelisk for reiki healing and crystal grid (2 to 3 inch),amazing gemstone,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CQM728LQ,15 set 45 pcs crystal angel figurines bulk 1.5 inch guardian pocket healing statue mini gemstones carved stones with cards organza bags for faith peace gifts home decor,vercraft,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CR6N4YZL,"yashee natural moonstone crystal, 925 sterling silver round shape stud earring for women, chakra energy healing gemstone, real crystal, birthstone, beautiful women simple christmas gift jewelry",handmade,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0CRR335XH,50mm 7 chakra stone hexagonal wand jewelry making crystal pointed chakra reiki healing beads 2mm hole drilled(pack of 5),justinstones,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0CSK179RR,tghnaturallavabraceletâ6mmrealbeadsâgrounding&strengthcrystalhealingâstretchbraceletâaromatherapystonejewelryâunisex7.5inchâgiftforhimorher,tgh,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0CVX23LGX,wholesalegemshopgemscitecrystalhealingpendantnecklaceâprotectionnegativeenergycleansernaturalstress-authenticstonewithchainchakrahealingcharm(angelite),wholesalegemshop,other alternative medicine,REMAP,Contains non-supplement keyword: 'cleanser',cleanser
B0CX1X98PB,"anayaagatetreeagatependulumâchakracrystalpendulumfornecklacewithchainâdowsingpendulumfordivination,meditation,chakrahealingandcrystalgridânaturalgemstonependulum",anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CX1YG6L6,"anayaagatemariamjaspercrystalpendulumâchakrapendulumâdowsingpendulumfordivination,meditation,chakrahealingandcrystalgridânaturalgemstonependulum",anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CX1ZL14R,"anayaagateyellowcalcitecrystalpendulumâchakrapendulumâdowsingpendulumfordivination,meditation,chakrahealingandcrystalgridânaturalgemstonependulum",anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CX1ZWCKJ,"greenstrawberryquartzcrystalpendulumâchakrapendulumfornecklacewithchainâdowsingpendulumfordivination,meditation,chakrahealingandcrystalgridânaturalgemstonependulum",anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CX21G3LS,"anayaagateredaventurinependulumâchakracrystalpendulumâdowsingpendulumfordivination,meditation,chakrahealingandcrystalgridânaturalgemstonependulum",anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CX21J3RD,"anayaagateindigogabbrocrystalpendulumâchakrapendulumfornecklacewithchainâdowsingpendulumfordivination,meditation,chakrahealingandcrystalgridânaturalgemstonependulum",anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CXHNQDRW,"guiqulai 60 pcs amethyst quartz crystals,heart natural polished crystal,0.79 inch mini healing stone,worry stone bulk,love carved palm thumb gemstone for reiki energy balancing meditation(purple)",guiqulai,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CY3GMX2V,"magnesium lotion for kids sleep & calm: natural bedtime lotion relaxation & relieves stress - topical magnesium cream with soothing lavender, shea butter, vitamin e - for babies, toddlers & juniors",terpsichore,magnesium supplements,REMAP,Contains non-supplement keyword: 'lotion',lotion
B0CYC81VB9,"black obsidian - 1/2lb bulk crystals, black lava rock, healing stones and crystals set, black obsidian crystal, reiki supplies, raw black obsidian, crystal set, energy healing, gemstones for crafts",pyor,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CZ42CDCM,"topical magnesium oil spray, pure magnesium oil spray for feet, 100% pure and organic, quick absorption - natural source with powerful organic blend of essential oils 2.02 fl oz (2 fl oz (pack of 1))",flasture,magnesium supplements,REMAP,Contains non-supplement keyword: 'essential oil',essential oil
B0CZHNG5MG,"topical magnesium oil spray, pure magnesium oil spray for feet, 100% pure, quick absorption - natural source with powerful blend of essential oils 2.02 fl oz (2 fl oz (pack of 2))",flasture,magnesium supplements,REMAP,Contains non-supplement keyword: 'essential oil',essential oil
B0CZS5CJLF,"yolomolo spring valley calcium citrate tablets dietary supplement, 600 mg, 300 count and with bookmark gift",yolomolo,calcium supplements,REMAP,Contains non-supplement keyword: 'book',book
B0D29KNM3B,"aura gems natural chrysoprase round shape crystals pendant necklace, chakra reiki energy healing gemstone, real crystal, birthstone, beautiful women simple jewelry, silver plated jewelry 18 inch",handmade,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0D2RGFHJH,reikihealinggemstoneblacknuummitedomehomedãcor-blessfullhealing,blessfull healing,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0D2TDPNWX,50mm dyed rose brazilian agate hexagonal wand jewelry making crystal pointed chakra reiki healing beads 2mm hole drilled(pack of 5),justinstones,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0D3L6J6XX,natural brucite gemstone crystal 1 to 2 grams,gem avenue,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0D41KDTXJ,"natural raw rough gemstone, healing chakra stones, wholesale bulk, birthstone, energy diy craft stone, raw crystals, loose gemstone wire wrapping, jewelry making supply 50 carat lot (labradorite)",tgh,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0D45BPQGX,amazing gemstone chakra crystal tumbled stones polished rocks - natural gem stones for healing - diy crystals for protection (1 piece),amazing gemstone,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0D45K5RQK,"amazing gemstone iron tiger eye crystals and healing stones tumbled - 1000+ carats iron tiger eye stone, healing stones for energy balance, stress relief - premium polished gems rocks for meditation",amazing gemstone,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0D4LH194N,amazing gemstone green jade worry stone crystals and healing stones - worry stones for stress relief gifts - piedra crystal fidget for meditation - unique stocking stuffers and birthday gifts,amazing gemstone,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0D5CZN8Q3,"pink crystal bracelet for women,healing crystal beads handmade good luck energy purple crystal,anxiety relief boosts energy jewelry gift (pink)",bopiu,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0D5H3VZMK,4.8 big goddess body crystal carving female model gemstone figurines pocket stone statue healing crystals quartz (moss agate),kino,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0D7MMPVSZ,"natural raw morganite rough gemstone crystals, healing chakra stones, wholesale bulk, birthstone, energy diy craft stone, wire wrapping, jewelry making supply 25 carat lot (morganite)",tgh,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0D86HPHMK,tghhandmadeblackspinelgemstoneroundbeadsbolobraceletâ14kgoldplatedadjustablesliderâboholuxeâ6-9inchadjustablefitâperfectbirthdayorvalentineâsdaygift,tgh,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0D8HZJHX5,"natural montana moss agate pear cabochon necklace, gemstone healing crystals, gift for her, birthstone, 18 inch gold plated adjustable chain, valentine day gift (montana moss agate)",tgh,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
